,XGB_precision_1,XGB_precision_2,XGB_recall_1,XGB_recall_2,XGB_f1_1,XGB_f1_2,XGB_MCC_1,XGB_MCC_2,XGB_PRC_AUC_1,XGB_PRC_AUC_2,LR_precision_1,LR_precision_2,LR_recall_1,LR_recall_2,LR_f1_1,LR_f1_2,LR_MCC_1,LR_MCC_2,LR_PRC_AUC_1,LR_PRC_AUC_2,RF_precision_1,RF_precision_2,RF_recall_1,RF_recall_2,RF_f1_1,RF_f1_2,RF_MCC_1,RF_MCC_2,RF_PRC_AUC_1,RF_PRC_AUC_2
0,0.7096591978911693,0.7096591978911693,0.7343399902581588,0.7343399902581588,0.7217886723799494,0.7217886723799494,0.4359219358762849,0.4359219358762849,0.780806388211651,0.7808100600689791,0.61311958122035,0.5539546840437616,0.9137006338371526,0.9026790063321968,0.7338228095937346,0.6865737996443392,0.3904976451836769,0.2307528493008049,0.736954191908078,0.7666249979233006,0.7096591978911693,0.7096591978911693,0.7343399902581588,0.7343399902581588,0.7217886723799494,0.7217886723799494,0.4359219358762849,0.4359219358762849,0.7808043305484831,0.780805568344969
1,0.6157293686705452,0.615745927777299,0.9053925606742284,0.9054559280147012,0.7329810701277383,0.7330135686254392,0.3863729052858153,0.38645940139947,0.736013196277494,0.7361185901309767,0.0,0.5069997255009607,0.0,0.8777126564232536,0.0,0.6427328616169817,-0.3416319620499936,0.0368573906583516,0.7500719424460431,0.7501981610653139,0.6157293686705452,0.615745927777299,0.9053925606742284,0.9054559280147012,0.7329810701277383,0.7330135686254392,0.3863729052858153,0.38645940139947,0.7359507282105386,0.7361106253019943
2,0.766150744232936,0.7660623881057113,0.6053206143351106,0.605451802430728,0.6763055404330165,0.676352978122056,0.4296607514855371,0.4296358085848332,0.7934830852304537,0.7933368601138177,0.5834188983711783,0.5898996950225157,0.9757702016647428,0.967455871174798,0.7302292917588399,0.7329115273877652,0.3774445655521619,0.3841822592275712,0.774748944318018,0.7742931230257551,0.7661211905608918,0.7660568406824676,0.6054049495394361,0.6054330612742113,0.6763466581521824,0.6763391221513886,0.4296761617587865,0.4296184048647174,0.7932454965877432,0.7931893666726162
3,0.699043236042146,0.699043236042146,0.6585282373074729,0.6585282373074729,0.6781811772999647,0.6781811772999647,0.3721132106086711,0.3721132106086711,0.7726073170819998,0.7726160842180538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7530129124820659,0.7530492179652748,0.6925390399074609,0.699043236042146,0.6830576155162579,0.6585282373074729,0.6877656519241816,0.6781811772999647,0.3761694040843809,0.3721132106086711,0.7725630493470976,0.7725029707028489
4,0.6301155714365474,0.6301155714365474,0.6562009419152276,0.6562009419152276,0.6428937624608373,0.6428937624608373,0.2740409490123362,0.2740409490123362,0.6896653623362916,0.6896688969412585,0.0,0.5730892182505086,0.0,0.8567704561911659,0.0,0.6867889482238217,0.0,0.2515129218082954,0.7530237058538946,0.7562007796505883,0.6279607799933898,0.6343751798768203,0.6628292342578057,0.6397886915128295,0.6449240517070687,0.6370704355617214,0.273395482298325,0.2726259699775322,0.6897036551245578,0.6883700428231564
5,0.6286804561814319,0.6286804561814319,0.8592425768980028,0.8592425768980028,0.7260980618019732,0.7260980618019732,0.3304098182483115,0.3304098182483115,0.7275959291195064,0.7273922668609174,0.5549011778798163,0.5454545454545454,0.8269860160666468,0.0282880832384978,0.6641577060931899,0.0537867078825347,0.1195715768967234,0.013707929717173,0.7567429051766325,0.7518012117242509,0.6287051482059283,0.6269803786870465,0.8598352397321164,0.8658247361555793,0.7263260657338105,0.727295365689668,0.3308700814165081,0.3315217370908481,0.7276639919935585,0.7276720104788446
6,0.9953890006706908,0.9953890006706908,1.0,1.0,0.9976891727238351,0.9976891727238351,0.9953568595580116,0.9953568595580116,0.9976945003353455,0.9976945003353455,0.9953196289374884,0.9953196289374884,1.0,1.0,0.9976543251544095,0.9976543251544095,0.9953065545254222,0.9953065545254222,0.9976598144687442,0.9976598144687442,0.9953890006706908,0.9953890006706908,1.0,1.0,0.9976891727238351,0.9976891727238351,0.9953568595580116,0.9953568595580116,0.9976945003353455,0.9976945003353455
7,0.8281535648994516,0.8281535648994516,0.916772071844169,0.916772071844169,0.8702125105054628,0.8702125105054628,0.7311789992163212,0.7311789992163212,0.9019777884395178,0.9019780368034722,0.648960739030023,0.5875961973743775,0.9227077544834554,0.9835817125536752,0.761994159365874,0.7356886453806915,0.46719107964075285,0.39692697401177535,0.8916053316047796,0.8967772767854892,0.8281535648994516,0.8281535648994516,0.916772071844169,0.916772071844169,0.8702125105054628,0.8702125105054628,0.7311789992163212,0.7311789992163212,0.9019776667092764,0.9019255056002022
8,0.7687018128776828,0.7687018128776828,0.9737363072456117,0.9737363072456117,0.859155749636099,0.859155749636099,0.7073921101691906,0.7073921101691906,0.8835332387835895,0.8835296677844791,0.7687018128776828,0.7687018128776828,0.9737363072456117,0.9737363072456117,0.859155749636099,0.859155749636099,0.7073921101691906,0.7073921101691906,0.8652716465516023,0.8652680755524919,0.7687018128776828,0.7687018128776828,0.9737363072456117,0.9737363072456117,0.859155749636099,0.859155749636099,0.7073921101691906,0.7073921101691906,0.8833779568546102,0.8833565498244762
9,0.8639214046822743,0.8639214046822743,0.8275931117340809,0.8275931117340809,0.845367150746574,0.845367150746574,0.6978249932017675,0.6978249932017675,0.8213050305518155,0.8213050305518155,1.0,0.579965099278404,0.9253103724469364,0.9875522004497269,0.9612064482579303,0.7307680879512702,0.9278957042002043,0.3857018953220114,0.9903884661593912,0.7840075683192411,0.9670098268600842,0.8385206143896524,0.8275931117340809,0.8307969563476172,0.8918860595597756,0.8346409173204586,0.8077828035394777,0.6708007667764595,0.9318289357149111,0.8665102314500992
